Speed,Throttle,Brake,RPM,nGear,DRS,Distance
135.0,89.0,False,10387.0,3,0,70806.41777777787
140.225,90.1,False,10517.625,3,0,70810.05675662096
150.9718712,92.3624992,False,10786.29678,3,0,70817.86185184593
154.0,93.0,False,10862.0,3,0,70820.10666666676
161.8374976,98.2249984,False,10543.2750976,3,0,70829.52544886635
163.0,99.0,False,10496.0,3,0,70830.97333333343
166.74,99.0,False,10625.14,3,0,70835.16981456218
180.0,99.0,False,11083.0,4,0,70850.97333333343
180.33679598660072,99.0,False,11071.380538462276,4,0,70851.4464451813
187.82120446685465,99.0,False,10813.168445893514,4,0,70862.19598543367
198.0,99.0,False,10462.0,4,0,70877.42833333343
203.01000192,99.0,False,10718.7625984,4,0,70887.05412373909
207.21000192,99.0,False,10934.0125984,4,0,70895.26366714711
210.0,99.0,False,11077.0,5,0,70900.76166666677
212.093752,99.0,False,11178.3375968,5,0,70904.74400782742
215.0,99.0,False,11319.0,5,0,70910.31722222232
217.1750016,99.0,False,11390.7750528,5,0,70915.60037427799
220.0,99.0,False,11484.0,5,0,70922.53944444454
223.45000106666666,99.0,False,11080.3498752,5,0,70935.39909850304
224.0,99.0,False,11016.0,5,0,70937.47277777788
229.37250112,99.0,False,10702.85993472,5,0,70957.09965885409
231.0,99.0,False,10608.0,6,0,70963.13944444455
234.968752,99.0,False,10773.8938336,6,0,70971.45098875699
236.0,99.0,False,10817.0,6,0,70973.62833333343
241.0,99.0,False,11008.0,6,0,70992.37277777788
241.05833386666666,99.0,False,11013.366715733333,6,0,70992.84367043783
243.0,99.0,False,11192.0,6,0,71008.57277777788
243.979168,99.0,False,11222.354208,6,0,71011.779468332
248.0,99.0,False,11347.0,6,0,71025.1061111112
248.13611235555555,99.0,False,11352.4250496,6,0,71025.59497684658
253.2111111111111,99.0,False,11554.7,6,0,71044.06905429516
255.0,99.0,False,11626.0,6,0,71050.60611111122
255.925,99.0,False,11667.625,6,0,71061.12356260867
256.0,99.0,False,11671.0,6,0,71061.98388888901
263.0,99.0,False,10459.0,6,0,71085.36166666678
263.36250026666664,99.0,False,10503.950033066667,6,0,71091.73096507655
263.8666666666667,99.0,False,10566.466666666667,6,0,71100.60029760649
264.0,99.0,False,10583.0,7,0,71102.96166666679
268.42857142857144,99.0,False,10716.742857142857,7,0,71121.47783672936
269.0,99.0,False,10734.0,7,0,71123.883888889
270.8375008,99.0,False,10783.000021333333,7,0,71134.9700352907
272.0,99.0,False,10814.0,7,0,71142.01722222233
272.72857142857146,99.0,False,10855.528571428571,7,0,71147.18830064416
274.65714285714284,99.0,False,10965.457142857143,7,0,71160.94927000804
275.0,99.0,False,10985.0,7,0,71163.40611111122
277.0035721142857,99.0,False,11045.10716342857,7,0,71177.82461438296
278.0,99.0,False,11075.0,7,0,71185.02833333344
279.5875008,99.0,False,11151.2000384,7,0,71194.89888284839
280.0,99.0,False,11171.0,7,0,71197.47277777789
282.6990596215053,99.0,False,11262.76802713118,7,0,71220.02337981589
283.0,99.0,False,11273.0,7,0,71222.54972222233
284.88,99.0,False,11335.04,7,0,71237.43046026825
285.0,99.0,False,11339.0,7,0,71238.38305555568
286.3499995428571,99.0,False,11416.624973714286,7,0,71253.43323879204
287.0,99.0,False,11454.0,7,0,71260.7052777779
287.175,99.0,False,11460.3,7,0,71262.94568871976
289.0,99.0,False,11526.0,7,0,71286.39416666678
289.06428525714284,99.0,False,11526.2249984,7,0,71287.11954901776
291.0,99.0,False,11533.0,7,0,71309.02750000011
291.2041664,99.0,False,11553.2124736,7,0,71312.99745847206
292.0,99.0,False,11632.0,7,0,71328.49416666679
292.14499968,99.0,False,11637.36498816,7,0,71330.85049769851
293.0,99.0,False,11669.0,7,0,71344.77194444457
293.4839858753562,99.0,False,11659.320282492876,7,0,71350.32879857815
295.0,99.0,False,11629.0,7,0,71367.79833333346
295.03500032,99.0,False,11597.21970944,7,0,71368.37324417834
296.0,99.0,False,10721.0,7,0,71384.24277777791
297.0,99.0,False,10463.0,8,0,71397.44277777792
297.1928576,99.0,False,10469.750016,8,0,71399.67768021599
299.0,99.0,False,10533.0,8,0,71420.69833333348
299.0,99.0,False,10540.62000384,8,0,71431.24677360345
299.0,99.0,False,10545.0,8,0,71437.30944444459
299.0,99.0,False,10544.26499968,8,0,71449.52128146024
299.0,99.0,False,10544.0,8,0,71453.92055555568
298.6656248,99.0,False,10521.2624864,8,0,71462.79185785154
298.0,99.0,False,10476.0,8,0,71480.40944444458
297.88749973333336,99.0,False,10471.9499904,8,0,71482.63848850015
297.0,99.0,False,10440.0,8,0,71500.20944444458
297.0,99.0,False,10442.7000064,8,0,71502.43981668029
297.0,99.0,False,10458.8,8,0,71515.74092847962
297.0,99.0,False,10464.0,8,0,71520.00944444459
293.0,1.0,False,10234.0,8,0,71533.0316666668
289.78999808,0.46499968,False,10614.92022784,8,0,71541.67184335772
287.0,0.0,True,10946.0,8,0,71548.97611111125
259.0,0.0,True,12107.0,7,0,71569.1205555557
258.15999232,0.0,True,12116.59008768,7,0,71569.59566792434
238.84,0.0,True,12337.16,7,0,71580.16646442095
235.0,0.0,True,12381.0,7,0,71582.17611111126
227.50999552,0.0,True,12003.8247744,7,0,71588.66370809593
210.70999552,0.0,True,11157.8247744,7,0,71602.22692984584
207.0,0.0,True,10971.0,5,0,71605.17611111126
199.9874976,0.0,True,11298.250112,5,0,71615.50614192565
198.0,0.0,True,11391.0,4,0,71618.37611111125
189.4874976,0.0,True,11256.6916288,4,0,71630.30645537005
189.0,0.0,True,11249.0,4,0,71630.97611111125
183.0,0.0,True,10829.0,4,0,71639.10944444458
180.8249984,0.0,True,10714.812416,4,0,71643.43572500006
178.8249984,0.0,True,10609.812416,4,0,71647.3575282697
177.0,0.0,True,10514.0,4,0,71650.90944444458
174.770832,0.0,True,10267.8998528,4,0,71656.07379757741
172.0,0.0,True,9962.0,4,0,71662.37611111124
170.66666666666666,0.13333333333333333,True,9913.2,4,0,71664.60327864125
162.33333333333334,0.9666666666666668,True,9608.2,4,0,71678.04835906424
162.0,1.0,False,9596.0,4,0,71678.57611111124
157.52688274652152,5.473117253478479,False,9492.372783627749,4,0,71687.62676439596
156.0,7.0,False,9457.0,4,0,71690.66611111123
152.8,16.6,False,9177.0,4,0,71696.07807371445
152.0,19.0,False,9107.0,4,0,71697.42166666679
150.51000064,36.13499264,False,9289.5249216,4,0,71703.64004116661
150.0,42.0,False,9352.0,4,0,71705.75500000012
149.0,55.0,False,9270.0,4,0,71712.37722222235
149.5437488,56.6312464,False,9293.0186992,4,0,71713.59086735625
152.0,64.0,False,9397.0,4,0,71719.1327777779
153.28999936,67.2249984,False,9680.7998592,4,0,71724.64400593346
154.0,69.0,False,9837.0,4,0,71727.68833333346
154.24166613333333,69.84583146666667,False,9831.320845866667,4,0,71728.93272742159
155.9083328,75.6791648,False,9792.1541792,4,0,71737.59985779133
156.0,76.0,False,9790.0,4,0,71738.08833333345
163.52,83.52,False,10127.46,4,0,71746.6442336959
164.0,84.0,False,10149.0,4,0,71747.19944444456
167.63434967478776,15.85594359772962,False,9866.429312785252,4,0,71762.53406783796
168.0,9.0,True,9838.0,4,0,71764.04611111122
163.2374976,5.8249984,True,9555.424857599999,4,0,71769.77012106129
159.0,3.0,True,9304.0,4,0,71774.64611111123
158.6062464,3.0,True,9321.3470336,4,0,71774.93893327203
141.0,3.0,True,10097.0,3,0,71787.17944444457
139.8249984,2.8041664,True,10014.749888,3,0,71788.96148525979
135.0,2.0,True,9677.0,3,0,71796.17944444457
132.98999808,2.0,True,9445.8497792,3,0,71798.61957964058
129.0,2.0,True,8987.0,3,0,71803.34611111123
125.73333191111111,2.0,True,8762.41656888889,3,0,71808.36573771753
122.17777635555555,2.0,True,8517.972124444444,3,0,71813.67854059802
121.0,2.0,True,8437.0,3,0,71815.44611111123
120.0,2.0,False,8437.0,3,0,71820.77944444456
118.3687488,2.0,False,8296.1686464,3,0,71823.60700987626
114.6,2.0,False,7970.8,3,0,71829.92622395635
114.0,2.0,False,7919.0,3,0,71830.91277777789
109.0,2.0,False,7801.0,3,0,71838.17944444455
108.27499946666667,1.2749994666666666,False,7713.999936,3,0,71840.78524667554
107.0,0.0,False,7561.0,3,0,71845.31277777789
106.6,0.0,False,7533.3,3,0,71846.12771295145
104.04285622857142,0.0,False,7356.217793828571,3,0,71851.24789666523
103.0,0.0,False,7284.0,3,0,71853.32388888899
103.0,8.482506240000001,False,7354.25255168,3,0,71855.80017724966
103.0,35.782506240000004,False,7580.35255168,3,0,71863.81352045224
103.0,39.0,False,7607.0,3,0,71864.76833333343
105.01428571428572,47.05714285714286,False,7846.7,3,0,71870.26063946415
106.0,51.0,False,7964.0,3,0,71873.01277777787
110.7,54.76,False,8265.74,3,0,71878.80349452469
111.0,55.0,False,8285.0,3,0,71879.17944444454
114.13333333333334,56.56666666666667,False,8593.633333333333,3,0,71885.16031587755
115.0,57.0,False,8679.0,3,0,71886.84611111121
118.42,60.42,False,8941.77,3,0,71894.40288975122
121.0,63.0,False,9140.0,3,0,71900.29055555566
123.88,65.88,False,9404.96,3,0,71904.7803735749
127.90750144,69.90750144,False,9775.49013248,3,0,71911.2446912293
130.0,72.0,False,9968.0,3,0,71914.7350000001
135.84500224,77.01000192,False,10274.02761728,3,0,71921.24106408758
144.0,84.0,False,10701.0,3,0,71930.7350000001
152.0,87.0,False,11364.0,3,0,71939.13722222233
152.3937472,87.0,False,11353.875072,3,0,71939.5265107902
159.0,87.0,False,11184.0,3,0,71946.203888889
164.6333312,92.6333312,False,11099.969476266666,3,0,71954.06751368265
171.0,99.0,False,11005.0,4,0,71963.303888889
176.6437472,99.0,False,11176.7311648,4,0,71969.65715474417
178.0,99.0,False,11218.0,4,0,71971.2150000001
190.0,99.0,False,10088.0,4,0,71988.10388888899
190.4499968,99.0,False,10124.280992,4,0,71988.59477595906
198.0,99.0,False,10733.0,5,0,71996.90388888898
198.17391311261142,99.0,False,10730.56521642344,5,0,71998.44420577123
199.0,99.0,False,10719.0,5,0,72005.8036111112
201.7218776,99.0,False,10794.7938224,5,0,72009.62066591489
209.8468776,99.0,False,11021.0438224,5,0,72021.44860335381
212.0,99.0,False,11081.0,5,0,72024.64805555565
216.59250176,99.0,False,11235.05755904,5,0,72034.8741832311
223.0,99.0,False,11450.0,5,0,72049.42583333343
223.58333333333334,99.0,False,11329.25,5,0,72051.18838966459
226.479168,99.0,False,10729.812224,5,0,72059.98104402282
228.0,99.0,False,10415.0,5,0,72064.62583333343
229.46666666666667,99.0,False,10537.466666666667,5,0,72070.24919076092
232.0,99.0,False,10749.0,6,0,72080.0925000001
232.218752,99.0,False,10755.4313088,6,0,72080.55274841613
240.968752,99.0,False,11012.6813088,6,0,72099.37045595796
242.0,99.0,False,11043.0,6,0,72101.6036111112
243.8375008,99.0,False,11119.2562832,6,0,72111.56174244777
244.0,99.0,False,11126.0,6,0,72112.44805555565
247.0,99.0,False,11265.8,6,0,72124.0177963635
249.0,99.0,False,11359.0,6,0,72131.81472222232
251.11666773333334,99.0,False,11448.429211733333,6,0,72140.71118891459
253.0,99.0,False,11528.0,6,0,72148.68138888899
256.0,99.0,False,11700.0,6,0,72160.05916666678
256.35,99.0,False,11549.966666666667,6,0,72162.06012998887
259.0,99.0,False,10414.0,6,0,72177.32583333342
259.1312512,99.0,False,10417.6312832,6,0,72177.83477003196
265.0,99.0,False,10580.0,7,0,72200.88138888899
267.0875008,99.0,False,10676.0250368,7,0,72213.30008594226
268.0,99.0,False,10718.0,7,0,72218.74805555565
269.0437504,99.0,False,10761.8375168,7,0,72231.25444104338
270.0,99.0,False,10802.0,7,0,72242.74805555565
270.34285714285716,99.0,False,10830.114285714286,7,0,72246.35782140712
271.9142857142857,99.0,False,10958.971428571429,7,0,72262.98688818117
272.0,99.0,False,10966.0,7,0,72263.90361111121
277.6,99.0,False,11105.2,7,0,72286.20449355495
279.0,99.0,False,11140.0,7,0,72291.80361111122
279.7125,99.0,False,11206.2625,7,0,72309.51118910198
280.0,99.0,False,11233.0,7,0,72316.6925000001
281.92,99.0,False,11257.32,7,0,72326.74376738066
283.0,99.0,False,11271.0,7,0,72332.41472222233
284.0,99.0,False,11335.0,7,0,72345.03694444454
284.74,99.0,False,11379.4,7,0,72356.738999354
285.0,99.0,False,11395.0,7,0,72360.87027777788
287.22,99.0,False,11458.64,7,0,72372.701353588
288.0,99.0,False,11481.0,7,0,72376.87027777788
288.5376885908941,99.0,False,11531.005038953153,7,0,72385.45558526259
289.0,99.0,False,11574.0,7,0,72392.84555555567
289.74499968,99.0,False,11579.95999744,7,0,72404.8357264286
290.0,99.0,False,11582.0,7,0,72408.95666666677
291.6124992,99.0,False,11462.6750592,7,0,72419.43238372865
293.0,99.0,False,11360.0,7,0,72428.4900000001
295.0,99.0,False,10366.0,7,0,72444.878888889
295.27222186666665,99.0,False,10378.930538666667,7,0,72448.90785398014
296.93333333333334,99.0,False,10457.833333333334,7,0,72473.5867411334
297.0,99.0,False,10461.0,8,0,72474.57888888901
298.0,99.0,False,10505.0,8,0,72491.21722222233
298.1687504,99.0,False,10503.1437456,8,0,72493.457402264
299.0,99.0,False,10494.0,8,0,72504.50611111123
299.0,99.0,False,10504.875008,8,0,72511.73259711037
299.0,99.0,False,10519.0,8,0,72521.11722222234
299.0,99.0,False,10525.687504,8,0,72530.00452177787
299.0,99.0,False,10529.0,8,0,72534.40611111124
299.0,99.0,False,10554.582149485714,8,0,72554.91779462957
299.0,99.0,False,10558.0,8,0,72557.6616666668
299.2886365090909,99.0,False,10564.63863970909,8,0,72568.23305258775
299.9727272727273,99.0,False,10580.372727272726,8,0,72593.3283378609
300.0,99.0,False,10581.0,8,0,72594.32833333345
300.0,99.0,False,10576.2999936,8,0,72598.24443624764
300.0,99.0,False,10557.0,8,0,72614.32833333345
300.18611128888887,98.44166613333333,False,10556.441666133333,8,0,72619.92150611413
300.85555555555555,96.43333333333334,False,10554.433333333332,8,0,72640.07747736266
301.0,96.0,False,10554.0,8,0,72644.42833333346
301.0,74.0,False,10451.0,8,0,72657.80611111123
300.92999936,73.40499456,False,10451.63000576,8,0,72658.39005637376
299.0,57.0,False,10469.0,8,0,72674.41722222234
298.43749866666667,56.774999466666664,False,10456.8499712,8,0,72676.64345649473
294.68749866666667,55.274999466666664,False,10375.8499712,8,0,72691.35484432652
294.0,55.0,False,10361.0,8,0,72694.01722222235
288.0571428571429,57.22857142857143,False,10166.371428571429,8,0,72710.55458289025
286.0,58.0,False,10099.0,8,0,72716.26166666679
286.0,62.0,False,10003.0,8,0,72728.9727777779
285.15,64.7625,False,9976.65,8,0,72734.34472753985
282.0,75.0,False,9879.0,8,0,72754.03944444457
281.265624,78.5250048,False,9882.8187552,8,0,72757.67662661204
278.4375,92.1,False,9897.525,8,0,72771.59307401585
277.0,99.0,False,9905.0,8,0,72778.6616666668
277.0,99.0,False,9847.21497088,8,0,72788.43568467995
277.0,99.0,False,9814.0,8,0,72794.05055555567
276.5272727272727,99.0,False,9863.163636363637,8,0,72810.00399108446
276.1204544,99.0,False,9905.4727424,8,0,72823.71683561988
276.0,99.0,False,9918.0,8,0,72827.78388888901
276.46666666666664,99.0,False,9877.4,8,0,72840.69649655586
276.74166684444447,99.0,False,9853.474984533334,8,0,72848.3185171079
277.0,99.0,False,9831.0,8,0,72855.48388888902
277.225,99.0,False,9840.45,8,0,72863.81137296539
277.64166666666665,99.0,False,9857.95,8,0,72879.25104342507
278.0,99.0,False,9873.0,8,0,72892.55055555567
279.0,99.0,False,9878.0,8,0,72904.95055555568
279.28,99.0,False,9882.9,8,0,72907.12882613696
281.0,99.0,False,9913.0,8,0,72920.56166666679
281.93081723539433,99.0,False,9978.157206477603,8,0,72932.15381359591
282.0,99.0,False,9983.0,8,0,72933.01666666678
283.0,99.0,False,9982.0,8,0,72945.59444444456
283.57499946666667,99.0,False,9995.512487466667,8,0,72951.04275582093
285.0,99.0,False,10029.0,8,0,72964.59444444456
285.94499968,99.0,False,10086.64498048,8,0,72979.60697442743
286.0,99.0,False,10090.0,8,0,72980.48333333345
286.97312834986604,99.0,False,10111.408823697053,8,0,72993.99298164825
287.88867585580664,99.0,False,10131.550868827746,8,0,73006.7749246984
289.0,99.0,False,10156.0,8,0,73022.30805555567
289.0843752,99.0,False,10162.2437648,8,0,73024.48136724607
290.0,99.0,False,10230.0,8,0,73048.08583333343
290.13500032,99.0,False,10236.0750144,8,0,73050.26569565611
291.0,99.0,False,10275.0,8,0,73064.2525000001
291.52916693333333,99.0,False,10299.341678933333,8,0,73074.5343923063
292.0,99.0,False,10321.0,8,0,73083.71916666678
293.1,99.0,False,10347.766666666666,8,0,73090.9115279926
295.0,99.0,False,10394.0,8,0,73103.38583333345
295.6305557333333,99.0,False,10424.2666752,8,0,73122.03052129678
296.0,99.0,False,10442.0,8,0,73132.98583333344
297.2937504,99.0,False,10490.51564,8,0,73150.10614392287
298.0,99.0,False,10517.0,8,0,73159.47472222234
298.86250026666664,99.0,False,10517.862500266667,8,0,73176.66373328674
299.0,99.0,False,10518.0,8,0,73179.40805555567
300.0,99.0,False,10592.0,8,0,73202.741388889
300.1,99.0,False,10593.6,8,0,73205.07919855815
300.8821430857143,99.0,False,10606.114289371428,8,0,73223.39002320822
301.0,99.0,False,10608.0,8,0,73226.15250000011
301.9111111111111,99.0,False,10663.577777777778,8,0,73253.66141070651
302.0,99.0,False,10669.0,8,0,73256.35250000011
303.0,99.0,False,10629.0,8,0,73269.81916666678
302.575,99.0,False,10630.275,8,0,73275.53127006051
302.0,99.0,False,10632.0,8,0,73283.24138888902
301.4562496,99.0,False,10616.2312384,8,0,73290.50963777941
300.0,99.0,False,10574.0,8,0,73309.90805555567
300.0,99.0,False,10552.4,8,0,73320.5710563689
300.0,99.0,False,10547.0,8,0,73323.24138888902
300.0,91.45937119999999,False,10545.015624,8,0,73333.86380203112
300.0,81.9,False,10542.5,8,0,73347.275296793
300.0,80.0,False,10542.0,8,0,73349.90805555567
293.5875,72.875,False,10387.3875,8,0,73368.36667521404
291.0,70.0,False,10325.0,8,0,73375.77472222234
290.2,70.0,False,10325.0,8,0,73386.09582746706
290.0,70.0,False,10325.0,8,0,73388.66361111123
286.65999872,79.18500352,False,10156.32993536,8,0,73401.94340014574
286.0,81.0,False,10123.0,8,0,73404.55250000012
283.0,99.0,False,9993.0,8,0,73423.41916666679
281.2375,99.0,False,9929.55,8,0,73438.04446877966
280.0,99.0,False,9885.0,8,0,73448.30805555568
280.0,65.7,False,9761.7,8,0,73456.73838372415
280.0,25.0,True,9611.0,8,0,73466.97472222235
278.9456069769086,22.071130491412756,True,9656.33889999293,8,0,73469.11851431748
271.0,0.0,True,9998.0,8,0,73484.96611111124
270.16,0.0,True,10081.93,8,0,73487.02968261731
259.0,0.0,True,11197.0,7,0,73513.743888889
255.6625024,0.0,True,11303.2436736,7,0,73520.03599671522
253.0,0.0,True,11388.0,6,0,73524.98833333346
248.51867100910766,7.170126385427754,True,11180.962600620773,6,0,73532.34032594752
243.0,16.0,False,10926.0,6,0,73541.25583333346
242.0,35.0,False,10697.0,6,0,73554.70027777791
239.8249984,42.0687552,False,10687.7562432,6,0,73560.43093205341
238.3,47.025,False,10681.275,6,0,73564.39403947722
234.0,61.0,False,10663.0,6,0,73575.50027777792
233.9156248,59.1437456,False,10648.23434,6,0,73577.24767057267
233.0,39.0,False,10488.0,6,0,73596.21138888902
231.725,24.125,False,10547.5,6,0,73600.57496933213
230.0,4.0,True,10628.0,6,0,73606.43361111125
227.3249984,2.2166656,True,11040.39608,6,0,73613.15319818346
224.0,0.0,True,11553.0,6,0,73621.36694444458
218.4874976,0.0,True,11218.5748544,6,0,73630.27549564361
218.0,0.0,True,11189.0,5,8,73631.05583333348
213.68749866666667,0.0,True,10920.762417066666,5,8,73643.3269206654
213.0,0.0,False,10878.0,5,8,73645.25583333347
208.0,5.0,False,10646.0,5,8,73654.50027777792
205.703124,37.6156392,False,10658.4031304,5,8,73662.83488639187
203.0,76.0,False,10673.0,5,8,73672.54472222236
203.0,80.7,False,10865.7,5,8,73683.13933939964
203.0,81.0,False,10878.0,5,8,73683.82250000014
207.33333333333334,96.6,False,10994.133333333333,5,8,73695.82416027723
208.0,99.0,False,11012.0,5,8,73697.68916666681
211.34000128,99.0,False,11270.01509888,5,8,73707.49962181412
212.0,99.0,False,11321.0,5,8,73709.46694444459
216.25000145454544,99.0,False,11430.650037527274,5,8,73720.83830766207
222.0,99.0,False,11579.0,5,8,73736.60027777792
222.7833344,99.0,False,11346.7413504,5,8,73739.53979156745
226.0,99.0,False,10393.0,5,8,73751.66694444459
227.2562512,99.0,False,10464.187568,5,8,73755.9136764499
229.0,99.0,False,10563.0,6,8,73761.84472222236
232.0,99.0,False,10605.0,6,8,73772.15583333348
232.8812512,99.0,False,10644.0688032,6,8,73775.20993178658
235.0,99.0,False,10738.0,6,8,73782.60027777794
236.46666666666667,99.0,False,10805.466666666667,6,8,73788.40375406334
239.0,99.0,False,10922.0,6,8,73798.53361111127
241.66666666666666,99.0,False,11096.933333333332,6,8,73807.176511137
244.0,99.0,False,11250.0,6,8,73814.80027777793
246.82,99.0,False,11313.92,6,8,73827.69339359814
247.0,99.0,False,11318.0,6,8,73828.52250000014
250.36,99.0,False,11349.92,6,8,73840.21952138354
251.0,99.0,False,11356.0,6,8,73842.46694444459
253.52,99.0,False,11091.4,6,8,73854.36920304719
257.0,99.0,False,10726.0,6,14,73871.02250000015
261.0,99.0,False,10487.0,7,14,73885.52250000015
261.525,99.0,False,10503.0125,7,14,73887.57336609234
263.4,99.0,False,10560.2,7,14,73894.94657445201
267.0,99.0,False,10670.0,7,14,73909.25583333347
269.10658264946306,99.0,False,10759.003116939813,7,14,73921.86555489767
271.0,99.0,False,10839.0,7,14,73933.26944444458
271.73499904,99.0,False,10867.90996224,7,14,73936.98446698746
274.0,99.0,False,10957.0,7,14,73948.4916666668
274.9714285714286,99.0,False,10992.942857142858,7,14,73953.71537136522
277.54285714285714,99.0,False,11088.085714285715,7,14,73967.63709144198
278.0,99.0,False,11105.0,7,14,73970.11388888901
278.17391311261144,99.0,False,11110.565219603566,7,14,73972.28084100645
279.0,99.0,False,11137.0,7,14,73982.59138888902
281.6857142857143,99.0,False,11253.157142857142,7,14,73997.33350577898
283.0,99.0,False,11310.0,7,14,74004.60250000012
284.8375008,99.0,False,11372.015652,7,14,74016.27269513736
287.0,99.0,False,11445.0,7,14,74030.11361111123
290.1166677333333,99.0,False,11588.366715733333,7,14,74045.22115424839
291.0,99.0,False,11629.0,7,14,74049.51361111122
292.0,99.0,False,11606.0,7,14,74062.491388889
292.35,99.0,False,11466.583333333334,7,14,74064.77281053893
295.0,99.0,False,10411.0,8,14,74082.15805555567
295.07500068571426,99.0,False,10412.675015314286,8,14,74082.73471801335
297.43214354285715,99.0,False,10465.317872457143,8,14,74100.93273926924
298.0,99.0,False,10478.0,8,14,74105.33583333345
299.05833386666666,99.0,False,10518.216686933334,8,14,74115.91458081342
300.9,99.0,False,10588.2,8,14,74134.42638969157
301.0,99.0,False,10592.0,8,14,74135.43583333344
302.7000005818182,99.0,False,10651.92502050909,8,14,74151.22392545923
305.0,99.0,False,10733.0,8,14,74172.71361111122
305.48571428571427,99.0,False,10741.5,8,14,74178.50417206509
306.6214290285714,99.0,False,10761.375008,8,14,74192.06581172984
307.0,99.0,False,10768.0,8,14,74196.59138888899
308.0,99.0,False,10842.0,8,14,74213.7025000001
308.87000064,99.0,False,10867.66501888,8,14,74221.1822651444
310.0,99.0,False,10901.0,8,14,74230.92472222232
310.4187504,99.0,False,10931.9875296,8,14,74236.70881827732
311.0,99.0,False,10975.0,8,14,74244.74694444453
312.0,99.0,False,10973.0,8,14,74269.0136111112
312.0437504,99.0,False,10974.0062592,8,14,74269.62138533068
313.0,99.0,False,10996.0,8,14,74282.9247222223
313.6214290285714,99.0,False,11018.992874057143,8,14,74290.51875006221
314.48571428571427,99.0,False,11050.971428571429,8,14,74301.11393175229
315.0,99.0,False,11070.0,8,14,74307.4247222223
315.6714285714286,99.0,False,11127.07142857143,8,14,74323.91812380071
316.0,99.0,False,11155.0,8,14,74332.00250000008
316.5285714285714,99.0,False,11147.07142857143,8,14,74345.03038661927
317.0,99.0,False,11140.0,8,14,74356.65805555563
317.0,99.0,False,11121.2,8,14,74373.21226967481
317.0,99.0,False,11120.0,8,14,74374.26916666674
317.0,99.0,False,11136.25,8,14,74392.59517450744
317.0,99.0,False,11145.0,8,14,74402.44694444453
316.2,99.0,False,11123.4,8,14,74413.68268802484
316.0,99.0,False,11118.0,8,14,74416.49138888896
316.0,99.0,False,11126.0,8,14,74437.55805555562
315.825,99.0,False,11116.9,8,14,74440.01036244676
315.0,99.0,False,11074.0,8,14,74451.55805555562
315.0,99.0,False,11072.604165333334,8,14,74457.42171704136
315.0,99.0,False,11069.0,8,14,74472.55805555562
314.82389944195245,99.0,False,11059.490569865431,8,14,74475.00347443146
314.0,99.0,False,11015.0,8,14,74486.42638888894
313.85500032,99.0,False,11011.66500736,8,14,74488.95111827324
313.0,99.0,False,10992.0,8,14,74503.81527777783
312.71250026666667,86.9250112,False,10931.625056,8,14,74509.80805272047
312.0,57.0,False,10782.0,8,2,74524.61527777783
309.04738107489374,35.96259015861788,False,11056.96263740052,8,2,74537.31039522076
304.0,0.0,True,11527.0,8,0,74558.47750000007
297.2999936,0.0,True,11486.3812112,8,0,74563.88983154917
288.0,0.0,True,11430.0,8,0,74571.27750000005
283.3187472,0.0,True,11628.953244,8,0,74579.62093413807
274.0,0.0,True,12025.0,7,0,74595.63305555562
269.8,0.0,True,11869.4,7,0,74599.10367356207
253.0,0.0,True,11247.0,6,0,74612.49972222229
252.66749696,0.0,True,11264.20265728,6,0,74612.97498502122
244.11749696,0.0,True,11706.55265728,6,0,74624.8877270777
235.52,0.0,True,12151.36,6,0,74636.46714838102
234.0,0.0,True,12230.0,6,0,74638.49972222227
231.0687472,0.0,True,12029.8373088,6,0,74642.74140756839
227.0,0.0,True,11752.0,5,0,74648.58861111116
223.10416533333333,0.0,True,11386.570708266667,5,0,74660.15911064134
222.0,0.0,False,11283.0,5,0,74663.38861111116
215.0,22.0,False,11078.0,5,0,74677.72194444449
214.78999808,22.77000704,False,11079.08500992,5,0,74678.1326955626
209.96,40.480000000000004,False,11104.04,5,0,74687.48304750779
209.0,44.0,False,11109.0,5,0,74689.3330555556
208.0,48.0,False,10829.0,5,0,74698.57750000004
208.0,48.98,False,10832.78,5,0,74700.19530673305
208.0,54.54500224,False,10854.24500864,5,0,74709.38226019198
208.0,55.0,False,10856.0,5,0,74710.1330555556
208.0,66.44285988571428,False,10947.542879085715,5,0,74725.55738068171
208.0,67.0,False,10952.0,5,0,74726.31083333338
210.0,78.0,False,11041.0,5,0,74740.31083333338
212.625,83.775,False,11243.125,5,0,74750.30042992267
215.0,89.0,False,11426.0,5,0,74759.42194444449
215.3375008,90.687504,False,11436.4625248,5,0,74761.04450749554
217.0,99.0,False,11488.0,5,0,74769.06638888894
217.56,99.0,False,11522.72,5,0,74770.76908983928
220.76,99.0,False,11721.12,5,0,74780.60030160181
221.0,99.0,False,11736.0,5,0,74781.34416666672
226.775,99.0,False,10596.4,5,0,74800.7524461525
227.0,99.0,False,10552.0,5,0,74801.5219444445
231.62222222222223,99.0,False,10683.733333333334,5,0,74815.0232933979
235.0,99.0,False,10780.0,6,0,74825.02194444451
237.6,99.0,False,10931.32,6,0,74838.81746182454
240.0,99.0,False,11071.0,6,0,74851.68861111117
244.0,99.0,False,11071.0,6,0,74862.53305555561
245.8,99.0,False,11202.4,6,0,74869.92735152357
248.0,99.0,False,11363.0,6,0,74879.06638888895
251.78181818181818,99.0,False,11484.018181818183,6,0,74893.74002506216
